,no,str
688,688,"동행복권 688회 당첨번호 5,15,22,23,34,35+2. 1등 총 9명, 1인당 당첨금액 1,967,536,750원."
689,689,"동행복권 689회 당첨번호 7,17,19,30,36,38+34. 1등 총 7명, 1인당 당첨금액 2,321,775,911원."
690,690,"동행복권 690회 당첨번호 24,25,33,34,38,39+43. 1등 총 15명, 1인당 당첨금액 1,126,507,625원."
691,691,"동행복권 691회 당첨번호 15,27,33,35,43,45+16. 1등 총 6명, 1인당 당첨금액 2,839,296,750원."
692,692,"동행복권 692회 당첨번호 3,11,14,15,32,36+44. 1등 총 7명, 1인당 당첨금액 2,301,273,697원."
693,693,"동행복권 693회 당첨번호 1,6,11,28,34,42+30. 1등 총 10명, 1인당 당첨금액 1,642,763,813원."
694,694,"동행복권 694회 당첨번호 7,15,20,25,33,43+12. 1등 총 10명, 1인당 당첨금액 1,555,036,388원."
695,695,"동행복권 695회 당첨번호 4,18,26,33,34,38+14. 1등 총 11명, 1인당 당첨금액 1,450,214,830원."
696,696,"동행복권 696회 당첨번호 1,7,16,18,34,38+21. 1등 총 10명, 1인당 당첨금액 1,632,054,413원."
697,697,"동행복권 697회 당첨번호 2,5,8,11,33,39+31. 1등 총 10명, 1인당 당첨금액 1,531,443,038원."
698,698,"동행복권 698회 당첨번호 3,11,13,21,33,37+18. 1등 총 8명, 1인당 당첨금액 1,921,084,125원."
699,699,"동행복권 699회 당첨번호 4,5,8,16,21,29+3. 1등 총 8명, 1인당 당첨금액 1,995,411,375원."
700,700,"동행복권 700회 당첨번호 11,23,28,29,30,44+13. 1등 총 8명, 1인당 당첨금액 2,082,099,188원."
701,701,"동행복권 701회 당첨번호 3,10,14,16,36,38+35. 1등 총 10명, 1인당 당첨금액 1,583,183,175원."
702,702,"동행복권 702회 당첨번호 3,13,16,24,26,29+9. 1등 총 11명, 1인당 당첨금액 1,465,091,387원."
703,703,"동행복권 703회 당첨번호 10,28,31,33,41,44+21. 1등 총 5명, 1인당 당첨금액 3,235,784,100원."
704,704,"동행복권 704회 당첨번호 1,4,8,23,33,42+45. 1등 총 4명, 1인당 당첨금액 3,865,190,344원."
705,705,"동행복권 705회 당첨번호 1,6,17,22,28,45+23. 1등 총 4명, 1인당 당첨금액 3,987,206,532원."
706,706,"동행복권 706회 당첨번호 3,4,6,10,28,30+37. 1등 총 4명, 1인당 당첨금액 3,831,746,063원."
707,707,"동행복권 707회 당첨번호 2,12,19,24,39,44+35. 1등 총 12명, 1인당 당첨금액 1,322,167,313원."
708,708,"동행복권 708회 당첨번호 2,10,16,19,34,45+1. 1등 총 4명, 1인당 당첨금액 4,099,552,219원."
709,709,"동행복권 709회 당첨번호 10,18,30,36,39,44+32. 1등 총 14명, 1인당 당첨금액 1,165,271,625원."
710,710,"동행복권 710회 당첨번호 3,4,9,24,25,33+10. 1등 총 5명, 1인당 당첨금액 2,895,441,150원."
711,711,"동행복권 711회 당첨번호 11,15,24,35,37,45+42. 1등 총 7명, 1인당 당첨금액 2,277,413,358원."
712,712,"동행복권 712회 당첨번호 17,20,30,31,33,45+19. 1등 총 4명, 1인당 당첨금액 4,034,485,125원."
713,713,"동행복권 713회 당첨번호 2,5,15,18,19,23+44. 1등 총 9명, 1인당 당첨금액 1,714,720,917원."
714,714,"동행복권 714회 당첨번호 1,7,22,33,37,40+20. 1등 총 7명, 1인당 당첨금액 2,085,131,733원."
715,715,"동행복권 715회 당첨번호 2,7,27,33,41,44+10. 1등 총 6명, 1인당 당첨금액 2,605,510,438원."
716,716,"동행복권 716회 당첨번호 2,6,13,16,29,30+21. 1등 총 12명, 1인당 당첨금액 1,358,752,157원."
717,717,"동행복권 717회 당첨번호 2,11,19,25,28,32+44. 1등 총 6명, 1인당 당첨금액 2,702,433,688원."
718,718,"동행복권 718회 당첨번호 4,11,20,23,32,39+40. 1등 총 17명, 1인당 당첨금액 926,166,464원."
719,719,"동행복권 719회 당첨번호 4,8,13,19,20,43+26. 1등 총 9명, 1인당 당첨금액 1,879,581,334원."
720,720,"동행복권 720회 당첨번호 1,12,29,34,36,37+41. 1등 총 14명, 1인당 당첨금액 1,233,770,358원."
721,721,"동행복권 721회 당첨번호 1,28,35,41,43,44+31. 1등 총 8명, 1인당 당첨금액 2,273,767,360원."
722,722,"동행복권 722회 당첨번호 12,14,21,30,39,43+45. 1등 총 4명, 1인당 당첨금액 4,365,422,719원."
723,723,"동행복권 723회 당첨번호 20,30,33,35,36,44+22. 1등 총 8명, 1인당 당첨금액 2,114,365,360원."
724,724,"동행복권 724회 당첨번호 2,8,33,35,37,41+14. 1등 총 12명, 1인당 당첨금액 1,427,789,813원."
725,725,"동행복권 725회 당첨번호 6,7,19,21,41,43+38. 1등 총 11명, 1인당 당첨금액 1,579,217,250원."
726,726,"동행복권 726회 당첨번호 1,11,21,23,34,44+24. 1등 총 14명, 1인당 당첨금액 1,166,872,634원."
727,727,"동행복권 727회 당첨번호 7,8,10,19,21,31+20. 1등 총 14명, 1인당 당첨금액 1,115,107,742원."
728,728,"동행복권 728회 당첨번호 3,6,10,30,34,37+36. 1등 총 5명, 1인당 당첨금액 3,243,464,400원."
729,729,"동행복권 729회 당첨번호 11,17,21,26,36,45+16. 1등 총 4명, 1인당 당첨금액 4,198,250,719원."
730,730,"동행복권 730회 당첨번호 4,10,14,15,18,22+39. 1등 총 8명, 1인당 당첨금액 2,017,382,110원."
731,731,"동행복권 731회 당첨번호 2,7,13,25,42,45+39. 1등 총 7명, 1인당 당첨금액 2,340,471,054원."
732,732,"동행복권 732회 당첨번호 2,4,5,17,27,32+43. 1등 총 7명, 1인당 당첨금액 2,203,270,608원."
733,733,"동행복권 733회 당첨번호 11,24,32,33,35,40+13. 1등 총 4명, 1인당 당첨금액 4,016,725,125원."
734,734,"동행복권 734회 당첨번호 6,16,37,38,41,45+18. 1등 총 9명, 1인당 당첨금액 1,949,395,500원."
735,735,"동행복권 735회 당첨번호 5,10,13,27,37,41+4. 1등 총 10명, 1인당 당첨금액 1,847,231,588원."
736,736,"동행복권 736회 당첨번호 2,11,17,18,21,27+6. 1등 총 5명, 1인당 당첨금액 3,397,362,225원."
737,737,"동행복권 737회 당첨번호 13,15,18,24,27,41+11. 1등 총 4명, 1인당 당첨금액 4,283,061,000원."
738,738,"동행복권 738회 당첨번호 23,27,28,38,42,43+36. 1등 총 11명, 1인당 당첨금액 1,634,191,091원."
739,739,"동행복권 739회 당첨번호 7,22,29,33,34,35+30. 1등 총 4명, 1인당 당첨금액 4,744,122,282원."
740,740,"동행복권 740회 당첨번호 4,8,9,16,17,19+31. 1등 총 18명, 1인당 당첨금액 936,929,792원."
741,741,"동행복권 741회 당첨번호 5,21,27,34,44,45+16. 1등 총 6명, 1인당 당첨금액 3,043,595,938원."
742,742,"동행복권 742회 당첨번호 8,10,13,36,37,40+6. 1등 총 16명, 1인당 당첨금액 1,111,814,813원."
743,743,"동행복권 743회 당첨번호 15,19,21,34,41,44+10. 1등 총 7명, 1인당 당첨금액 2,608,641,000원."
744,744,"동행복권 744회 당첨번호 10,15,18,21,34,41+43. 1등 총 15명, 1인당 당첨금액 1,155,411,575원."
745,745,"동행복권 745회 당첨번호 1,2,3,9,12,23+10. 1등 총 20명, 1인당 당첨금액 746,822,982원."
746,746,"동행복권 746회 당첨번호 3,12,33,36,42,45+25. 1등 총 9명, 1인당 당첨금액 2,038,623,709원."
747,747,"동행복권 747회 당첨번호 7,9,12,14,23,28+17. 1등 총 9명, 1인당 당첨금액 1,903,214,584원."
748,748,"동행복권 748회 당첨번호 3,10,13,22,31,32+29. 1등 총 9명, 1인당 당첨금액 1,928,246,542원."
749,749,"동행복권 749회 당첨번호 12,14,24,26,34,45+41. 1등 총 13명, 1인당 당첨금액 1,350,104,395원."
750,750,"동행복권 750회 당첨번호 1,2,15,19,24,36+12. 1등 총 7명, 1인당 당첨금액 2,522,104,286원."
751,751,"동행복권 751회 당첨번호 3,4,16,20,28,44+17. 1등 총 8명, 1인당 당첨금액 2,097,968,110원."
752,752,"동행복권 752회 당첨번호 4,16,20,33,40,43+7. 1등 총 9명, 1인당 당첨금액 1,870,358,834원."
753,753,"동행복권 753회 당첨번호 2,17,19,24,37,41+3. 1등 총 6명, 1인당 당첨금액 2,711,105,063원."
754,754,"동행복권 754회 당첨번호 2,8,17,24,29,31+32. 1등 총 5명, 1인당 당첨금액 3,427,542,000원."
755,755,"동행복권 755회 당첨번호 13,14,26,28,30,36+37. 1등 총 8명, 1인당 당첨금액 2,214,427,266원."
756,756,"동행복권 756회 당첨번호 10,14,16,18,27,28+4. 1등 총 5명, 1인당 당첨금액 3,414,434,700원."
757,757,"동행복권 757회 당첨번호 6,7,11,17,33,44+1. 1등 총 21명, 1인당 당첨금액 739,839,858원."
758,758,"동행복권 758회 당첨번호 5,9,12,30,39,43+24. 1등 총 8명, 1인당 당첨금액 2,078,969,954원."
759,759,"동행복권 759회 당첨번호 9,33,36,40,42,43+32. 1등 총 6명, 1인당 당첨금액 3,032,670,500원."
760,760,"동행복권 760회 당첨번호 10,22,27,31,42,43+12. 1등 총 8명, 1인당 당첨금액 2,253,299,391원."
761,761,"동행복권 761회 당첨번호 4,7,11,24,42,45+30. 1등 총 7명, 1인당 당첨금액 2,392,730,518원."
762,762,"동행복권 762회 당첨번호 1,3,12,21,26,41+16. 1등 총 10명, 1인당 당첨금액 1,631,432,063원."
763,763,"동행복권 763회 당첨번호 3,8,16,32,34,43+10. 1등 총 8명, 1인당 당첨금액 2,138,130,000원."
764,764,"동행복권 764회 당첨번호 7,22,24,31,34,36+15. 1등 총 7명, 1인당 당첨금액 2,459,975,465원."
765,765,"동행복권 765회 당첨번호 1,3,8,12,42,43+33. 1등 총 15명, 1인당 당첨금액 1,109,214,250원."
766,766,"동행복권 766회 당첨번호 9,30,34,35,39,41+21. 1등 총 8명, 1인당 당첨금액 2,173,637,297원."
767,767,"동행복권 767회 당첨번호 5,15,20,31,34,42+22. 1등 총 15명, 1인당 당첨금액 1,163,768,725원."
768,768,"동행복권 768회 당첨번호 7,27,29,30,38,44+4. 1등 총 13명, 1인당 당첨금액 1,363,572,260원."
769,769,"동행복권 769회 당첨번호 5,7,11,16,41,45+4. 1등 총 9명, 1인당 당첨금액 1,930,760,042원."
770,770,"동행복권 770회 당첨번호 1,9,12,23,39,43+34. 1등 총 8명, 1인당 당첨금액 2,163,099,329원."
771,771,"동행복권 771회 당첨번호 6,10,17,18,21,29+30. 1등 총 4명, 1인당 당첨금액 4,362,644,907원."
772,772,"동행복권 772회 당첨번호 5,6,11,14,21,41+32. 1등 총 10명, 1인당 당첨금액 1,769,608,838원."
773,773,"동행복권 773회 당첨번호 8,12,19,21,31,35+44. 1등 총 11명, 1인당 당첨금액 1,609,403,080원."
774,774,"동행복권 774회 당첨번호 12,15,18,28,34,42+9. 1등 총 11명, 1인당 당첨금액 1,709,721,512원."
775,775,"동행복권 775회 당첨번호 11,12,29,33,38,42+17. 1등 총 5명, 1인당 당첨금액 3,470,437,650원."
776,776,"동행복권 776회 당첨번호 8,9,18,21,28,40+20. 1등 총 7명, 1인당 당첨금액 2,557,579,393원."
777,777,"동행복권 777회 당첨번호 6,12,17,21,34,37+18. 1등 총 21명, 1인당 당첨금액 833,468,036원."
778,778,"동행복권 778회 당첨번호 6,21,35,36,37,41+11. 1등 총 3명, 1인당 당첨금액 6,264,069,500원."
779,779,"동행복권 779회 당첨번호 6,12,19,24,34,41+4. 1등 총 11명, 1인당 당첨금액 1,527,709,296원."
780,780,"동행복권 780회 당첨번호 15,17,19,21,27,45+16. 1등 총 11명, 1인당 당첨금액 1,667,520,137원."
781,781,"동행복권 781회 당첨번호 11,16,18,19,24,39+43. 1등 총 9명, 1인당 당첨금액 1,882,891,542원."
782,782,"동행복권 782회 당첨번호 6,18,31,34,38,45+20. 1등 총 9명, 1인당 당첨금액 1,946,487,625원."
783,783,"동행복권 783회 당첨번호 14,15,16,17,38,45+36. 1등 총 4명, 1인당 당첨금액 4,603,964,625원."
784,784,"동행복권 784회 당첨번호 3,10,23,24,31,39+22. 1등 총 9명, 1인당 당첨금액 1,908,678,000원."
785,785,"동행복권 785회 당첨번호 4,6,15,25,26,33+40. 1등 총 6명, 1인당 당첨금액 2,886,622,688원."
786,786,"동행복권 786회 당첨번호 12,15,16,20,24,30+38. 1등 총 4명, 1인당 당첨금액 4,551,365,250원."
787,787,"동행복권 787회 당첨번호 5,6,13,16,27,28+9. 1등 총 6명, 1인당 당첨금액 3,092,108,313원."
788,788,"동행복권 788회 당첨번호 2,10,11,19,35,39+29. 1등 총 13명, 1인당 당첨금액 1,401,475,154원."
789,789,"동행복권 789회 당첨번호 2,6,7,12,19,45+38. 1등 총 15명, 1인당 당첨금액 1,140,976,825원."
790,790,"동행복권 790회 당첨번호 3,8,19,27,30,41+12. 1등 총 16명, 1인당 당첨금액 1,160,516,274원."
791,791,"동행복권 791회 당첨번호 2,10,12,31,33,42+32. 1등 총 14명, 1인당 당첨금액 1,253,081,893원."
792,792,"동행복권 792회 당첨번호 2,7,19,25,29,36+16. 1등 총 7명, 1인당 당첨금액 2,655,736,768원."
793,793,"동행복권 793회 당첨번호 10,15,21,35,38,43+31. 1등 총 5명, 1인당 당첨금액 3,750,146,775원."
794,794,"동행복권 794회 당첨번호 6,7,18,19,30,38+13. 1등 총 7명, 1인당 당첨금액 2,650,940,304원."
795,795,"동행복권 795회 당첨번호 3,10,13,26,34,38+36. 1등 총 11명, 1인당 당첨금액 1,714,977,000원."
796,796,"동행복권 796회 당첨번호 1,21,26,36,40,41+5. 1등 총 7명, 1인당 당첨금액 2,763,490,340원."
797,797,"동행복권 797회 당첨번호 5,22,31,32,39,45+36. 1등 총 8명, 1인당 당첨금액 2,397,028,125원."
798,798,"동행복권 798회 당첨번호 2,10,14,22,32,36+41. 1등 총 7명, 1인당 당첨금액 2,710,791,911원."
799,799,"동행복권 799회 당첨번호 12,17,23,34,42,45+33. 1등 총 10명, 1인당 당첨금액 1,826,427,225원."
800,800,"동행복권 800회 당첨번호 1,4,10,12,28,45+26. 1등 총 11명, 1인당 당첨금액 1,632,246,205원."
801,801,"동행복권 801회 당첨번호 17,25,28,37,43,44+2. 1등 총 8명, 1인당 당첨금액 2,256,786,657원."
802,802,"동행복권 802회 당첨번호 10,11,12,18,24,42+27. 1등 총 16명, 1인당 당첨금액 1,082,947,993원."
803,803,"동행복권 803회 당첨번호 5,9,14,26,30,43+2. 1등 총 5명, 1인당 당첨금액 3,663,810,225원."
804,804,"동행복권 804회 당첨번호 1,10,13,26,32,36+9. 1등 총 11명, 1인당 당첨금액 1,631,996,523원."
805,805,"동행복권 805회 당첨번호 3,12,13,18,31,32+42. 1등 총 4명, 1인당 당첨금액 4,266,061,969원."
806,806,"동행복권 806회 당첨번호 14,20,23,31,37,38+27. 1등 총 7명, 1인당 당첨금액 2,640,760,875원."
807,807,"동행복권 807회 당첨번호 6,10,18,25,34,35+33. 1등 총 7명, 1인당 당첨금액 2,437,662,322원."
808,808,"동행복권 808회 당첨번호 15,21,31,32,41,43+24. 1등 총 6명, 1인당 당첨금액 3,087,620,500원."
809,809,"동행복권 809회 당첨번호 6,11,15,17,23,40+39. 1등 총 6명, 1인당 당첨금액 2,921,372,750원."
810,810,"동행복권 810회 당첨번호 5,10,13,21,39,43+11. 1등 총 8명, 1인당 당첨금액 2,231,598,047원."
811,811,"동행복권 811회 당첨번호 8,11,19,21,36,45+25. 1등 총 7명, 1인당 당첨금액 2,524,148,197원."
812,812,"동행복권 812회 당첨번호 1,3,12,14,16,43+10. 1등 총 6명, 1인당 당첨금액 2,947,954,750원."
813,813,"동행복권 813회 당첨번호 11,30,34,35,42,44+27. 1등 총 4명, 1인당 당첨금액 4,591,763,157원."
814,814,"동행복권 814회 당첨번호 2,21,28,38,42,45+30. 1등 총 6명, 1인당 당첨금액 3,067,192,063원."
815,815,"동행복권 815회 당첨번호 17,21,25,26,27,36+4. 1등 총 7명, 1인당 당첨금액 2,579,855,358원."
816,816,"동행복권 816회 당첨번호 12,18,19,29,31,39+7. 1등 총 8명, 1인당 당첨금액 2,128,107,938원."
817,817,"동행복권 817회 당첨번호 3,9,12,13,25,43+34. 1등 총 9명, 1인당 당첨금액 1,868,477,334원."
818,818,"동행복권 818회 당첨번호 14,15,25,28,29,30+3. 1등 총 13명, 1인당 당첨금액 1,380,804,318원."
819,819,"동행복권 819회 당첨번호 16,25,33,38,40,45+15. 1등 총 7명, 1인당 당첨금액 2,594,534,840원."
820,820,"동행복권 820회 당첨번호 10,21,22,30,35,42+6. 1등 총 4명, 1인당 당첨금액 4,627,313,532원."
821,821,"동행복권 821회 당첨번호 1,12,13,24,29,44+16. 1등 총 14명, 1인당 당첨금액 1,316,155,956원."
822,822,"동행복권 822회 당첨번호 9,18,20,24,27,36+12. 1등 총 3명, 1인당 당첨금액 5,930,898,625원."
823,823,"동행복권 823회 당첨번호 12,18,24,26,39,40+15. 1등 총 9명, 1인당 당첨금액 2,009,843,917원."
824,824,"동행복권 824회 당첨번호 7,9,24,29,34,38+26. 1등 총 15명, 1인당 당첨금액 1,256,646,550원."
825,825,"동행복권 825회 당첨번호 8,15,21,31,33,38+42. 1등 총 12명, 1인당 당첨금액 1,658,710,563원."
826,826,"동행복권 826회 당첨번호 13,16,24,25,33,36+42. 1등 총 9명, 1인당 당첨금액 2,075,192,084원."
827,827,"동행복권 827회 당첨번호 5,11,12,29,33,44+14. 1등 총 15명, 1인당 당첨금액 1,206,500,375원."
828,828,"동행복권 828회 당첨번호 4,7,13,29,31,39+18. 1등 총 13명, 1인당 당첨금액 1,455,185,972원."
829,829,"동행복권 829회 당첨번호 4,5,31,35,43,45+29. 1등 총 8명, 1인당 당첨금액 2,444,650,641원."
830,830,"동행복권 830회 당첨번호 5,6,16,18,37,38+17. 1등 총 9명, 1인당 당첨금액 2,060,528,750원."
831,831,"동행복권 831회 당첨번호 3,10,16,19,31,39+9. 1등 총 16명, 1인당 당첨금액 1,110,702,258원."
832,832,"동행복권 832회 당첨번호 13,14,19,26,40,43+30. 1등 총 9명, 1인당 당첨금액 2,088,204,584원."
833,833,"동행복권 833회 당첨번호 12,18,30,39,41,42+19. 1등 총 8명, 1인당 당첨금액 2,356,317,282원."
834,834,"동행복권 834회 당첨번호 6,8,18,35,42,43+3. 1등 총 11명, 1인당 당첨금액 1,690,693,671원."
835,835,"동행복권 835회 당첨번호 9,10,13,28,38,45+35. 1등 총 15명, 1인당 당첨금액 1,233,681,125원."
836,836,"동행복권 836회 당첨번호 1,9,11,14,26,28+19. 1등 총 14명, 1인당 당첨금액 1,257,843,670원."
837,837,"동행복권 837회 당첨번호 2,25,28,30,33,45+6. 1등 총 6명, 1인당 당첨금액 3,144,449,125원."
838,838,"동행복권 838회 당첨번호 9,14,17,33,36,38+20. 1등 총 5명, 1인당 당첨금액 3,813,733,050원."
839,839,"동행복권 839회 당첨번호 3,9,11,12,13,19+35. 1등 총 13명, 1인당 당첨금액 1,359,454,904원."
840,840,"동행복권 840회 당첨번호 2,4,11,28,29,43+27. 1등 총 10명, 1인당 당첨금액 2,042,961,788원."
841,841,"동행복권 841회 당첨번호 5,11,14,30,33,38+24. 1등 총 17명, 1인당 당첨금액 1,116,095,714원."
842,842,"동행복권 842회 당첨번호 14,26,32,36,39,42+38. 1등 총 10명, 1인당 당첨금액 2,035,475,025원."
843,843,"동행복권 843회 당첨번호 19,21,30,33,34,42+4. 1등 총 5명, 1인당 당첨금액 4,012,970,100원."
844,844,"동행복권 844회 당첨번호 7,8,13,15,33,45+18. 1등 총 18명, 1인당 당첨금액 1,162,963,542원."
845,845,"동행복권 845회 당첨번호 1,16,29,33,40,45+6. 1등 총 11명, 1인당 당첨금액 1,891,217,182원."
846,846,"동행복권 846회 당첨번호 5,18,30,41,43,45+13. 1등 총 13명, 1인당 당첨금액 1,596,884,395원."
847,847,"동행복권 847회 당첨번호 12,16,26,28,30,42+22. 1등 총 8명, 1인당 당첨금액 2,520,846,657원."
848,848,"동행복권 848회 당첨번호 1,2,16,22,38,39+34. 1등 총 7명, 1인당 당첨금액 3,011,580,858원."
849,849,"동행복권 849회 당첨번호 5,13,17,29,34,39+3. 1등 총 17명, 1인당 당첨금액 1,158,252,883원."
850,850,"동행복권 850회 당첨번호 16,20,24,28,36,39+5. 1등 총 6명, 1인당 당첨금액 3,377,587,875원."
851,851,"동행복권 851회 당첨번호 14,18,22,26,31,44+40. 1등 총 8명, 1인당 당첨금액 2,483,692,313원."
852,852,"동행복권 852회 당첨번호 11,17,28,30,33,35+9. 1등 총 4명, 1인당 당첨금액 4,801,543,407원."
853,853,"동행복권 853회 당첨번호 2,8,23,26,27,44+13. 1등 총 7명, 1인당 당첨금액 2,885,006,786원."
854,854,"동행복권 854회 당첨번호 20,25,31,32,36,43+3. 1등 총 6명, 1인당 당첨금액 3,421,706,750원."
855,855,"동행복권 855회 당첨번호 8,15,17,19,43,44+7. 1등 총 9명, 1인당 당첨금액 2,269,510,500원."
856,856,"동행복권 856회 당첨번호 10,24,40,41,43,44+17. 1등 총 5명, 1인당 당첨금액 3,977,927,550원."
857,857,"동행복권 857회 당첨번호 6,10,16,28,34,38+43. 1등 총 15명, 1인당 당첨금액 1,284,915,425원."
858,858,"동행복권 858회 당첨번호 9,13,32,38,39,43+23. 1등 총 9명, 1인당 당첨금액 2,202,347,459원."
